Country_Region,Confirmed,Deaths
US,4735,46
US,818,23
US,14692,244
US,4203,71
US,220855,2091
US,14976,130
US,5913,97
US,40963,370
US,4045,57
US,11378,125
US,3709,68
US,18393,203
US,4475,59
US,2891,46
US,3638,39
US,6761,96
US,4445,79
US,6209,121
US,2328,58
US,8285,113
US,2819,33
US,27461,251
US,3813,41
US,6342,75
US,8347,97
US,3229,45
US,4558,97
US,17817,229
US,5145,74
US,2598,46
US,5743,64
US,1509,30
US,7271,99
US,2829,59
US,3603,74
US,6690,87
US,4659,18
US,10071,118
US,14286,140
US,1878,30
US,7254,95
US,18035,127
US,2350,32
US,1550,23
US,3415,34
US,10553,149
US,18403,258
US,4693,38
US,15991,254
US,623,21
US,4998,55
US,6417,55
US,6180,81
US,15825,94
US,13118,147
US,5592,87
US,5261,50
US,8844,113
US,2904,42
US,3658,41
US,2137,38
US,2562,0
US,4298,55
US,42590,339
US,3851,56
US,5175,87
US,3877,47
US,13908,168
US,2398,18
US,6721,45
US,14992,287
US,7367,130
US,33054,287
US,5239,69
US,10761,201
US,8763,140
US,3700,109
US,35244,471
US,63229,1111
US,51633,690
US,3057,52
US,1144,8
US,2558,55
US,3099,73
US,4791,89
US,6928,134
US,105127,1316
US,2325,38
US,6684,166
US,7931,153
US,6754,174
US,5521,90
US,18097,258
US,8514,148
US,4065,72
US,108036,1312
US,6584,152
US,3972,53
US,59182,485
US,26154,363
US,11446,137
US,35100,456
US,3027,58
US,6487,132
US,9520,160
US,83065,1100
US,47204,719
US,0,0
US,6107,44
US,5857,89
US,30833,560
US,1985,52
US,6137,94
US,5976,109
US,10677,108
US,13141,142
US,1829,23
US,5454,75
US,10000,183
US,21023,404
US,12231,181
US,11904,258
US,68035,832
US,32849,586
US,936,11
US,29205,407
US,926,0
US,6381,129
US,14402,222
US,9450,186
US,12181,245
US,10455,175
US,6870,84
US,3336,61
US,2703,44
US,4136,61
US,22207,260
US,12168,145
US,47500,341
US,5581,56
US,7138,77
US,22253,223
US,5749,31
US,5040,31
US,0,0
US,10951,140
US,26760,315
US,2912,30
US,4914,28
US,9369,102
US,13,0
US,5888,55
US,4154,50
US,38688,254
US,17039,349
US,88478,1043
US,130829,2428
US,110677,1742
US,11048,141
US,6012,80
US,21131,391
US,15299,255
US,27655,343
US,7670,106
US,45224,509
US,5653,114
US,37845,569
US,43162,367
US,3026,66
US,165707,2002
US,169163,2117
US,7019,108
US,5144,70
US,18752,208
US,5518,85
US,0,64
US,34897,574
US,19513,321
US,8595,154
US,34511,678
US,22688,407
US,148523,2480
US,6750,15
US,202811,3156
US,10323,170
US,131589,2070
US,27003,412
US,319007,4714
US,129238,2232
US,114433,1999
US,207287,2301
US,134275,8
US,189809,3037
US,1716,68
US,1699,13
US,26894,333
US,5556,133
US,4270,61
US,3185,63
US,2020,53
US,14207,160
US,26892,564
US,3394,64
US,34441,529
US,11236,173
US,33776,557
US,11049,137
US,4874,58
US,4562,100
US,8396,96
US,6701,153
US,20969,201
US,2540,29
US,9894,153
US,7359,106
US,26496,387
US,6327,82
US,324,5
US,100332,1675
US,5553,109
US,3241,68
US,17002,219
US,10639,177
US,10272,194
US,7705,89
US,7991,144
US,63288,734
US,16373,169
US,4772,135
US,2637,85
US,15454,199
US,39104,528
US,58492,656
US,3496,57
US,165289,1480
US,504,13
US,1831,35
US,20142,407
US,3541,50
US,24287,309
US,45416,434
US,1420,9
US,2371,29
US,225635,3842
US,3660,82
US,14854,121
US,6661,86
US,8596,105
US,5551,69
US,38144,175
US,18931,219
US,2886,59
US,37637,456
US,14933,199
US,1700,47
US,39313,617
US,11401,153
US,282960,3722
US,6271,89
US,4292,99
US,970,36
US,4953,77
US,1425,54
US,5566,95
US,74177,771
US,5653,39
US,2056,55
US,4583,110
US,48998,915
US,8633,184
US,1745,15
US,17671,225
US,40157,806
US,13596,199
US,13162,271
US,20,0
US,16884,262
US,73294,505
US,393795,7713
US,6996,104
US,2924,60
US,97674,782
US,8661,89
US,11445,124
US,13813,169
US,1368,8
US,17545,97
US,6482,77
US,8796,95
US,26338,113
US,6812,79
US,3054,47
US,14411,118
US,19544,121
US,2126,30
US,545,4
US,3187,41
US,15792,164
US,108626,759
US,5608,21
US,10791,115
US,3726,50
US,4689,24
US,8942,72
US,12869,126
US,1447,12
US,294821,2521
US,4468,18
US,4884,57
US,10024,116
US,10930,141
US,2131,17
US,3460,54
US,13243,135
US,1022,27
US,2675,35
US,1727,28
US,2030,28
US,754,6
US,6408,49
US,1203,6
US,7021,72
US,1704,17
US,2046,23
US,5533,61
US,10427,106
US,5816,74
US,7148,110
US,9009,101
US,11754,70
US,2016,15
US,7878,66
US,6904,59
US,1472,13
US,40034,171
US,13376,162
US,3504,41
US,6943,66
US,1979,34
US,8524,102
US,2966,17
US,122564,1313
US,927,13
US,3857,53
US,3639,56
US,17595,171
US,2314,33
US,4385,44
US,39740,250
US,27100,177
US,3456,23
US,46138,522
US,50186,360
US,10238,58
US,2603,13
US,2271,33
US,6655,56
US,828,10
US,5767,190
US,5501,16
US,4122,52
US,5420,39
US,66048,470
US,2941,23
US,1624,22
US,12459,71
US,36214,300
US,2508,28
US,7119,141
US,9897,153
US,3223,68
US,5253,111
US,2264,49
US,9238,177
US,4632,70
US,2556,50
US,5581,96
US,2213,33
US,2138,46
US,4207,106
US,4936,98
US,6432,121
US,7102,114
US,7056,109
US,49914,540
US,21908,307
US,1922,38
US,7120,86
US,3179,56
US,5497,128
US,12154,150
US,53345,652
US,51981,775
US,4440,104
US,2007,44
US,261,9
US,7359,143
US,36768,450
US,4814,75
US,1469,37
US,2844,53
US,21107,287
US,2164,47
US,15115,177
US,17320,160
US,18719,359
US,3572,56
US,6383,115
US,26559,294
US,7293,167
US,8269,156
US,17463,234
US,23911,321
US,6940,134
US,9876,172
US,10952,216
US,2948,75
US,10581,235
US,5989,97
US,2715,48
US,11063,158
US,10368,167
US,14979,269
US,3033,63
US,9571,184
US,10314,141
US,8175,103
US,1559,31
US,36386,478
US,6480,118
US,950,25
US,6939,146
US,4089,67
US,5385,70
US,5746,120
US,3176,60
US,7294,140
US,7296,106
US,6107,122
US,2510,45
US,0,0
US,9452,118
US,3580,79
US,10184,201
US,10248,195
US,5951,84
US,3377,69
US,1792,46
US,5199,103
US,4052,56
US,8006,103
US,5475,61
US,4691,55
US,1381,20
US,5684,107
US,6595,125
US,2803,50
US,3731,89
US,4134,92
US,2537,36
US,43160,244
US,22485,300
US,9919,157
US,1675,35
US,12005,121
US,9230,173
US,18546,238
US,2220,44
US,1491,21
US,24609,299
US,2904,48
US,1689,34
US,20760,250
US,1579,32
US,26884,357
US,4725,115
US,20052,272
US,4135,74
US,5367,97
US,1417,40
US,3780,70
US,1676,26
US,2138,44
US,3238,75
US,2538,77
US,7155,111
US,22570,326
US,3316,94
US,2133,30
US,69620,980
US,2414,65
US,1802,30
US,5724,78
US,1823,55
US,1048,27
US,2155,25
US,8841,205
US,2170,40
US,96739,1169
US,34477,515
US,53754,614
US,12052,139
US,111583,1222
US,957,12
US,8076,170
US,7694,124
US,7729,157
US,2716,34
US,15082,133
US,2523,62
US,3718,91
US,3600,52
US,3561,52
US,1590,34
US,7933,115
US,5242,66
US,693,12
US,6065,114
US,3319,56
US,3801,55
US,2161,40
US,2458,56
US,3996,104
US,5007,83
US,11665,194
US,6003,43
US,2015,32
US,3200,42
US,1693,55
US,2964,73
US,4886,44
US,11860,155
US,10021,234
US,4224,57
US,10250,100
US,8005,103
US,8789,113
US,990,23
US,2433,25
US,5990,100
US,5128,89
US,1148,25
US,2673,60
US,6252,100
US,722,25
US,682,18
US,11069,153
US,1590,36
US,1503,15
US,93420,890
US,2096,32
US,18934,278
US,218504,3218
US,55826,752
US,3643,39
US,6072,122
US,5746,117
US,1702,21
US,13230,218
US,4647,94
US,0,0
US,5035,102
US,8086,101
US,5921,133
US,2363,47
US,8980,142
US,399,3
US,3817,79
US,2117,28
US,4945,92
US,2056,31
US,1256,18
US,2028,28
US,248,5
US,24982,314
US,975,14
US,3034,46
US,386,9
US,2326,54
US,2506,28
US,676,10
US,2491,54
US,28998,266
US,33986,115
US,224,3
US,3922,68
US,150,5
US,528,8
US,4527,71
US,2582,23
US,219,1
US,6553,98
US,17465,172
US,394,4
US,4674,86
US,1802,20
US,385,9
US,408,10
US,1082,17
US,27100,201
US,911,26
US,4150,34
US,35,1
US,1053,28
US,1155,6
US,331,10
US,1864,28
US,262,3
US,6990,141
US,2566,31
US,3248,71
US,2627,59
US,2131,46
US,689,11
US,8433,129
US,1522,29
US,769,11
US,1268,20
US,1239,23
US,135,1
US,0,0
US,1691,36
US,382,14
US,204,8
US,42656,535
US,6438,46
US,1070,7
US,32,1
US,89,0
US,67,0
US,1087,4
US,2323,8
US,404,3
US,507,2
US,11948,57
US,1333,12
US,1894,11
US,6117,16
US,1502,11
US,741,5
US,542,7
US,2015,16
US,1510,11
US,2716,21
US,1802,15
US,2022,19
US,6905,65
US,1356,12
US,5250,31
US,323,1
US,1176,9
US,10048,62
US,148591,718
US,350,4
US,1126,8
US,419,4
US,542,1
US,1122,5
US,3570,19
US,366,1
US,398,1
US,370,5
US,107,4
US,409,1
US,16463,117
US,2252,17
US,375,0
US,104,0
US,532,5
US,2136,16
US,112,2
US,1185,10
US,1213,1
US,867,9
US,1178,5
US,1531,10
US,118,0
US,766,1
US,1678,12
US,77671,170
US,8666,60
US,148,0
US,87,0
US,9650,44
US,74,1
US,1702,15
US,1235,7
US,795,10
US,1482,15
US,970,11
US,3333,10
US,410,1
US,530,11
US,2319,10
US,1273,20
US,8613,50
US,1224,9
US,2320,15
US,1803,19
US,172,2
US,3799,2
US,49501,131
US,4991,16
US,9386,48
US,3363,32
US,995,10
US,584,4
US,66,0
US,745,11
US,1108,4
US,95,1
US,1775,11
US,4756,1787
US,744,2
US,4537,25
US,1823,7
US,710,7
US,127,0
US,3893,11
US,14470,204
US,6462,106
US,512905,7591
US,7949,88
US,12336,135
US,90,3
US,308,0
US,4503,53
US,1188,20
US,956,7
US,10738,167
US,960,16
US,6954,233
US,1409,29
US,344,10
US,0,0
US,102717,1162
US,1947,19
US,13335,170
US,9091,55
US,14324,105
US,6800,109
US,16995,61
US,96010,884
US,31720,221
US,65876,508
US,28530,202
US,9095,67
US,7973,26
US,67930,986
US,219506,3408
US,101083,1181
US,124469,1773
US,21684,294
US,39027,580
US,209817,3574
US,69177,940
US,168907,2706
US,24180,269
US,74892,1250
US,189985,2850
US,161811,2149
US,116720,1516
US,160268,2894
US,142908,2320
US,14215,245
US,66624,961
US,33538,466
US,3271,0
US,143014,2350
US,23607,338
US,145424,1672
US,410,13
US,21290,299
US,6845,178
US,2399,64
US,12503,180
US,568,5
US,62434,712
US,16956,261
US,6573,77
US,1095,17
US,80,4
US,1083,13
US,19143,316
US,5162,64
US,2678,13
US,6673,117
US,25596,570
US,751,16
US,13272,180
US,1975,49
US,9670,124
US,4969,92
US,40380,725
US,5726,51
US,33102,385
US,27849,252
US,2015,70
US,3780,85
US,5263,89
US,2657,51
US,6694,0
US,777,15
US,18378,251
US,58162,503
US,8830,151
US,404939,7703
US,44529,508
US,15240,217
US,15706,144
US,23390,291
US,21046,227
US,9173,118
US,16417,83
US,9910,140
US,10334,114
US,7580,68
US,63340,650
US,206287,2593
US,5484,57
US,9175,44
US,12318,166
US,13544,184
US,8463,123
US,842,5
US,13576,189
US,19683,131
US,687363,12740
US,6101,47
US,11498,113
US,12761,125
US,149607,1543
US,11705,199
US,399090,3809
US,404074,5413
US,47342,563
US,52335,778
US,107847,1033
US,19554,172
US,108762,1104
US,8535,112
US,25155,182
US,9686,88
US,0,455
US,23351,121
US,635518,11782
US,30968,245
US,164386,2288
US,91337,890
US,45322,320
US,32440,296
US,4919,34
US,3390,24
US,5779,89
US,20632,180
US,19601,240
US,423258,4346
US,18218,127
US,10527,82
US,17596,82
US,30959,360
US,456,1
US,13337,122
US,11893,113
US,16944,168
US,247344,2691
US,8233,82
US,3319,39
US,46356,447
US,10360,133
US,2925,12
US,6505,96
US,6343,72
US,4406,42
US,12167,159
US,4211,65
US,9275,118
US,29472,305
US,51276,540
US,24678,302
US,55035,463
US,22001,293
US,1717,9
US,13977,85
US,5199,43
US,47324,554
US,12531,108
US,7075,114
US,4107,54
US,2615,39
US,29469,362
US,15839,265
US,23843,191
US,82102,557
US,4841,32
US,7312,22
US,42752,389
US,11057,90
US,16715,232
US,69430,298
US,13380,141
US,91536,773
US,20072,65
US,64780,783
US,1853,19
US,2262,30
US,14109,111
US,5748,56
US,115121,1109
US,13875,177
US,32155,315
US,12820,194
US,24667,287
US,4676,81
US,14483,102
US,1303,13
US,47949,438
US,9220,86
US,58421,426
US,2196,38
US,15824,137
US,15601,204
US,24108,157
US,7436,106
US,5026,79
US,6035,89
US,13447,163
US,275730,1550
US,3259,34
US,7231,126
US,24017,313
US,26872,289
US,49341,378
US,4300,80
US,51513,367
US,25631,122
US,2584,27
US,8296,111
US,15214,118
US,2729,18
US,9153,104
US,52168,152
US,3818,52
US,35239,397
US,12511,184
US,40258,518
US,21758,261
US,40853,561
US,17325,392
US,18564,164
US,9888,126
US,19341,249
US,11084,166
US,20887,325
US,3437,36
US,6078,69
US,973,8
US,0,0
US,61272,475
US,11775,112
US,287173,1032
US,4283,39
US,3000,50
US,12224,53
US,27840,378
US,17532,253
US,21385,300
US,10704,107
US,4880,51
US,594,10
US,2959,46
US,1958,22
US,142,1
US,1578,25
US,829,9
US,430,3
US,34748,301
US,58650,331
US,813,7
US,1481,39
US,454,4
US,1032,8
US,758,6
US,727,18
US,979,23
US,475,4
US,22010,124
US,450,11
US,567,2
US,821,8
US,503,13
US,982,20
US,433,12
US,1294,31
US,680,9
US,3246,25
US,2726,49
US,2550,24
US,11161,142
US,3214,36
US,758,18
US,326,5
US,1960,16
US,1057,32
US,3613,55
US,1487,28
US,548,15
US,4020,23
US,5902,41
US,1030,9
US,292,7
US,1334,19
US,63,0
US,11598,85
US,383,2
US,7011,96
US,635,12
US,2184,26
US,0,0
US,3328,34
US,20652,249
US,1007,11
US,10431,68
US,10229,30
US,6910,139
US,27355,469
US,11913,212
US,19636,409
US,14366,131
US,11542,181
US,15572,288
US,11148,173
US,90855,1112
US,5245,122
US,8687,144
US,34869,555
US,51036,527
US,10283,160
US,24282,475
US,7927,152
US,11129,207
US,267031,3672
US,12340,231
US,10171,162
US,43955,264
US,19345,263
US,38273,417
US,7758,115
US,286796,2492
US,10291,175
US,7419,118
US,15929,261
US,37333,499
US,10410,149
US,186207,1991
US,17051,270
US,7047,150
US,3206,73
US,6416,106
US,10583,175
US,6566,116
US,5090,180
US,14420,219
US,8853,136
US,14622,306
US,13084,224
US,48646,723
US,17731,233
US,41438,468
US,10178,166
US,66233,955
US,99166,1366
US,9622,126
US,53149,1055
US,19776,262
US,39852,496
US,4577,80
US,9664,133
US,25651,470
US,3440,79
US,126274,1936
US,3257,55
US,7718,99
US,25184,287
US,3191,55
US,8422,136
US,4592,74
US,8240,123
US,17430,221
US,7428,111
US,33925,439
US,9423,193
US,8429,153
US,31391,497
US,19142,292
US,13840,230
US,20495,244
US,12714,223
US,11020,185
US,79490,1672
US,111757,1666
US,41282,913
US,20519,484
US,0,5
US,15519,98
US,6699,140
US,2889,55
US,57354,561
US,12305,197
US,23036,429
US,8978,159
US,31312,347
US,5399,101
US,7808,69
US,1704,14
US,3825,45
US,949,10
US,5885,100
US,2405,38
US,13483,127
US,8185,155
US,38719,365
US,13800,220
US,14459,139
US,4048,57
US,562,6
US,78440,765
US,1646,20
US,31417,364
US,1410,24
US,4676,51
US,18045,312
US,7747,160
US,10982,192
US,1058,28
US,766,7
US,15068,263
US,6978,132
US,13625,231
US,1027,14
US,1279,30
US,515,11
US,702,12
US,2767,37
US,2543,58
US,6533,97
US,1281,23
US,2998,51
US,12082,207
US,4108,62
US,1943,50
US,2269,32
US,12345,104
US,7772,127
US,10670,152
US,3028,36
US,2433,39
US,4527,39
US,10196,153
US,11531,125
US,7995,159
US,4879,118
US,4151,68
US,19823,319
US,3004,36
US,2767,36
US,3505,56
US,194092,2272
US,9635,173
US,10823,158
US,9074,121
US,0,0
US,4070,82
US,18116,149
US,10726,195
US,11857,125
US,20462,263
US,2626,42
US,864,15
US,25193,363
US,6061,125
US,10559,100
US,10851,189
US,5957,53
US,1504,30
US,168447,2028
US,3018,1558
US,21487,256
US,12590,239
US,2613,46
US,2340,36
US,5143,72
US,3197,46
US,14903,62
US,59402,539
US,4538,39
US,7482,75
US,10520,144
US,6007,77
US,3303,44
US,45458,247
US,19548,372
US,283,5
US,1593,18
US,1590,37
US,3499,42
US,42278,494
US,7166,84
US,16133,314
US,14001,198
US,1389,24
US,56566,475
US,6947,75
US,26209,236
US,8187,101
US,68482,668
US,2945,31
US,111494,1074
US,15138,127
US,315,4
US,3605,57
US,22258,203
US,0,0
US,5004,74
US,1241,14
US,5078,56
US,84518,519
US,243,3
US,17607,194
US,24612,354
US,261591,3242
US,15163,335
US,39893,713
US,10905,271
US,101769,1577
US,29474,599
US,14895,195
US,122089,1850
US,44162,712
US,34360,710
US,813,19
US,15770,283
US,34862,345
US,90850,1124
US,8177,199
US,19133,332
US,8993,124
US,14941,240
US,19678,311
US,50619,868
US,58821,939
US,109055,1836
US,7086,97
US,56662,740
US,30774,649
US,2232,35
US,40139,674
US,4093,65
US,8368,100
US,11441,240
US,17269,346
US,8905,222
US,4749,174
US,43008,735
US,120336,1857
US,18801,408
US,36371,505
US,88919,1228
US,73044,1318
US,28280,507
US,8104,138
US,23208,490
US,12221,274
US,36698,513
US,150234,2284
US,4489,91
US,78952,1073
US,22687,525
US,8791,180
US,305734,5010
US,9922,92
US,3137,91
US,34242,661
US,8054,154
US,18625,396
US,1045,36
US,7661,106
US,7901,190
US,0,0
US,11626,151
US,11194,233
US,7258,207
US,50469,638
US,10022,166
US,79225,1349
US,5038,103
US,118043,1463
US,2081,0
US,5755,0
US,6575,0
US,3698,0
US,3321,0
US,3267,0
US,11664,0
US,1655,0
US,2968,0
US,4197,0
US,30725,0
US,4560,0
US,19788,0
US,4370,0
US,5857,0
US,25423,0
US,3715,0
US,5295,0
US,1210,0
US,2321,0
US,5226,0
US,4072,0
US,2575,0
US,5490,0
US,157,0
US,5901,0
US,4020,0
US,2088,0
US,1314,0
US,4262,0
US,1801,0
US,13858,0
US,6694,0
US,4784,0
US,1662,0
US,7003,0
US,6204,0
US,1860,0
US,5429,0
US,5679,0
US,2260,0
US,3284,0
US,988,0
US,4790,0
US,2951,0
US,2268,0
US,5354,0
US,500,0
US,1229,0
US,8844,0
US,5360,0
US,4196,0
US,3102,0
US,4443,0
US,2606,0
US,434,0
US,1815,0
US,2099,0
US,16401,0
US,3495,0
US,2002,0
US,6822,0
US,2060,0
US,2906,0
US,3216,0
US,54864,0
US,4942,0
US,5384,0
US,2266,0
US,10819,0
US,11460,0
US,8972,0
US,15493,4140
US,3034,0
US,5535,0
US,9604,0
US,625,0
US,2796,0
US,3934,0
US,3687,0
US,0,0
US,13104,166
US,47311,491
US,19411,80
US,216688,2449
US,29438,15
US,31314,218
US,6615,67
US,41153,432
US,2074,24
US,57589,959
US,3406,74
US,5787,97
US,42831,369
US,51499,432
US,2766,60
US,111116,905
US,14492,311
US,10083,141
US,11732,184
US,8694,156
US,8819,215
US,18852,301
US,9684,141
US,55704,480
US,6707,66
US,5963,103
US,41609,618
US,15770,220
US,171497,1928
US,22441,293
US,4996,81
US,95896,1118
US,5880,93
US,21356,247
US,24959,275
US,18534,286
US,4235,92
US,95343,846
US,8512,160
US,7837,104
US,2218,38
US,13233,184
US,24083,328
US,23235,405
US,45660,603
US,121891,912
US,3918,74
US,94140,1512
US,27705,379
US,0,0
US,7622,145
US,8514,144
US,77270,619
US,767,17
US,4565,57
US,784,13
US,2289,38
US,8073,51
US,10233,119
US,1407,19
US,619,17
US,2729,44
US,265,7
US,2921,33
US,784,8
US,3479,21
US,8375,99
US,1060,17
US,2017,23
US,5846,77
US,1268,35
US,1034,12
US,3134,40
US,682,16
US,936,16
US,1798,39
US,562,16
US,2030,50
US,1063,34
US,450,12
US,1495,41
US,560,11
US,652,6
US,200,3
US,4289,57
US,1726,36
US,306,8
US,626,21
US,412,20
US,177,2
US,1308,21
US,2317,27
US,6544,82
US,15458,100
US,1203,12
US,781,13
US,1340,31
US,426,9
US,6974,62
US,524,7
US,454,13
US,56874,505
US,1373,28
US,3900,60
US,32538,333
US,680,18
US,697,7
US,2416,50
US,572,6
US,1406,35
US,631,6
US,245,3
US,2957,50
US,1378,24
US,1957,62
US,0,0
US,3998,52
US,1307,25
US,5896,56
US,665,11
US,21877,309
US,14871,220
US,4439,90
US,4636,53
US,38827,396
US,32944,383
US,11917,150
US,4152,56
US,8871,147
US,16302,311
US,10856,116
US,5723,91
US,8958,168
US,2216,46
US,11288,201
US,16852,239
US,5098,82
US,16001,309
US,189330,1586
US,6246,96
US,3671,63
US,15798,234
US,12642,191
US,11361,168
US,5668,115
US,12770,165
US,17187,250
US,9374,172
US,6735,103
US,21883,351
US,3960,69
US,19588,345
US,98468,1077
US,1985,31
US,7463,115
US,8629,136
US,16480,286
US,6107,97
US,8944,145
US,8160,147
US,6789,103
US,2663,59
US,4817,68
US,3189,59
US,15585,254
US,5096,85
US,126406,1278
US,2705,40
US,7692,98
US,14209,184
US,3565,50
US,9923,154
US,14319,185
US,8380,139
US,29429,403
US,8786,123
US,10312,116
US,28772,315
US,16604,236
US,7559,113
US,3345,54
US,14400,217
US,49805,547
US,2225,37
US,6102,77
US,10724,179
US,48597,253
US,7124,118
US,2315,48
US,1761,30
US,4670,65
US,24976,291
US,9920,148
US,15681,221
US,21427,288
US,95130,861
US,8917,109
US,4183,66
US,30075,389
US,234127,3151
US,6149,74
US,3268,52
US,45327,660
US,52831,687
US,17535,219
US,4200,45
US,43847,456
US,5116,90
US,5373,69
US,1840,46
US,12936,167
US,38226,465
US,5644,57
US,9440,134
US,8182,126
US,61546,383
US,41368,463
US,9503,230
US,3789,71
US,15245,474
US,4055,79
US,2096,28
US,503,9
US,13315,229
US,5592,71
US,1382,38
US,3541,74
US,21613,227
US,809,32
US,8174,150
US,66568,869
US,547084,5959
US,2507,33
US,95,2
US,4020,70
US,19700,413
US,92862,972
US,59756,404
US,1053,27
US,445,8
US,1606,51
US,10887,224
US,4993,66
US,10727,163
US,14079,173
US,5671,47
US,2782,72
US,99148,1994
US,2808,73
US,1488,34
US,7055,189
US,2260,46
US,10275,69
US,7923,248
US,2584,29
US,2044,32
US,869,23
US,832,19
US,1617,69
US,204600,1455
US,687,16
US,3725,61
US,32385,535
US,3134,77
US,1070,11
US,7194,130
US,17137,208
US,280,9
US,1266,24
US,984,19
US,1835,45
US,508,14
US,2126,40
US,566262,6553
US,2763,93
US,6424,96
US,4500,111
US,1796,24
US,176900,1315
US,424,16
US,5728,51
US,1065,24
US,3311,68
US,2771,111
US,36961,684
US,465,11
US,204457,3667
US,48417,573
US,8627,122
US,3732,63
US,6782,179
US,4738,100
US,605,24
US,1916,48
US,199,11
US,177807,1197
US,2123,40
US,3842,82
US,5637,91
US,1886,83
US,94835,832
US,1232,27
US,5300,106
US,197,3
US,1186,32
US,4681,95
US,6091,122
US,27019,618
US,23057,656
US,8423,119
US,37042,390
US,6522,240
US,1067,22
US,1958,32
US,1904,29
US,555,19
US,12000,245
US,994883,10738
US,13061,223
US,1336,3
US,891,39
US,59698,492
US,1182,7
US,15337,417
US,195698,3832
US,8809,191
US,7589,157
US,13298,266
US,7163,177
US,3997,107
US,6694,178
US,978,16
US,15678,356
US,6609,133
US,438,3
US,1496,28
US,3225,59
US,6059,181
US,221,9
US,44577,812
US,2598,22
US,11084,203
US,41910,712
US,4519,90
US,5505,67
US,34960,523
US,8037,116
US,82,2
US,202,4
US,9504,179
US,677,15
US,41,0
US,735,10
US,7127,143
US,491,24
US,2324,46
US,9550,250
US,4287,122
US,5504,87
US,4172,115
US,4220,60
US,3685,90
US,17559,396
US,5066,122
US,649,16
US,2134,40
US,3856,97
US,165,1
US,93180,1300
US,1413,37
US,3687,53
US,1658,59
US,1167,26
US,779,12
US,8199,174
US,20678,456
US,1257,46
US,56631,891
US,168,9
US,10012,194
US,511,12
US,37506,487
US,4905,100
US,1466,34
US,1861,47
US,4626,122
US,135689,1268
US,5452,110
US,2491,69
US,270,12
US,12031,255
US,12392,217
US,1358,59
US,3050,97
US,98087,1461
US,2204,48
US,544,6
US,14907,342
US,7005,150
US,4511,128
US,33997,436
US,2277,52
US,2648,69
US,7783,244
US,35266,689
US,964,35
US,1829,57
US,27216,478
US,855,14
US,806,24
US,2264,64
US,4587,71
US,1752,32
US,171,2
US,4510,74
US,25991,257
US,2275,64
US,10677,227
US,1231,87
US,1048,42
US,5359,100
US,10999,334
US,1236,35
US,520,9
US,4960,102
US,670,12
US,4360,126
US,492,16
US,45251,945
US,2102,35
US,19632,360
US,1806,45
US,245,5
US,352,7
US,838,12
US,1925,33
US,559524,5718
US,30318,707
US,117,3
US,2473,84
US,267,8
US,8437,126
US,40856,458
US,219368,1684
US,2446,72
US,3371,83
US,74185,23
US,7641,178
US,827,18
US,10536,139
US,14247,291
US,10339,273
US,18406,404
US,18308,210
US,9356,101
US,2804,43
US,8990,145
US,92407,1009
US,8842,206
US,1157,20
US,29216,651
US,3438,86
US,6872,125
US,131649,864
US,10703,155
US,1835,34
US,16772,259
US,7975,279
US,1072,41
US,3886,89
US,3652,52
US,4025,67
US,51350,228
US,20606,159
US,99824,380
US,339958,1569
US,3955,47
US,9979,74
US,63233,605
US,13370,22
US,21265,93
US,12676,97
US,3562,6
US,200992,754
US,10649,33
US,73472,418
US,5189,15
US,9348,65
US,5416,24
US,30047,159
US,1214,3
US,9279,66
US,997,5
US,3729,17
US,4787,14
US,6044,37
US,12208,71
US,952,2
US,9345,46
US,6503,34
US,8396,50
US,15440,109
US,6914,103
US,15722,144
US,29748,183
US,3563,94
US,2583,58
US,7023,83
US,3686,51
US,40354,318
US,18821,201
US,883,19
US,16565,220
US,1746,20
US,7285,93
US,4365,72
US,3054,44
US,4748,103
US,3786,55
US,1991,39
US,11442,193
US,6753,78
US,6584,136
US,1141,27
US,2382,44
US,10046,72
US,49450,468
US,71079,732
US,2599,41
US,4781,93
US,999,24
US,1109,15
US,11494,143
US,1229,23
US,10940,262
US,3306,45
US,5228,84
US,1143,53
US,2247,31
US,173584,1393
US,1952,43
US,1926,16
US,12823,137
US,2531,45
US,4915,42
US,10655,183
US,2457,50
US,20377,232
US,5256,34
US,2541,76
US,4014,44
US,7252,100
US,3876,43
US,3990,76
US,3975,60
US,3303,37
US,6961,148
US,27399,312
US,21461,265
US,13174,152
US,63506,875
US,11272,245
US,359,7
US,6108,118
US,7237,106
US,14690,114
US,4970,36
US,3660,35
US,1113,11
US,1775,30
US,6181,86
US,2821,39
US,66038,368
US,6454,75
US,2303,30
US,19911,264
US,2152,36
US,9012,70
US,3682,25
US,3178,113
US,1418,28
US,5973,109
US,1794,45
US,18349,144
US,2683,32
US,4561,32
US,35920,380
US,41280,458
US,2133,61
US,2144,43
US,1295,22
US,3971,85
US,6864,85
US,5528,117
US,3542,89
US,8299,137
US,13559,182
US,2320,29
US,20640,311
US,4876,55
US,4672,65
US,8159,63
US,93831,712
US,7165,127
US,4878,46
US,897,9
US,2620,25
US,43862,470
US,21173,270
US,20604,336
US,3214,75
US,14389,222
US,6789,101
US,5632,97
US,5700,102
US,10727,219
US,8660,164
US,3265,88
US,26470,279
US,29849,166
US,5554,105
US,18547,288
US,1076,19
US,2404,39
US,10015,157
US,0,0
US,88619,792
US,8411,146
US,13628,208
US,5281,60
US,3221,49
US,1707,20
US,6245,76
US,10145,184
US,7411,135
US,9664,105
